distance_km,driver_rating,acceptance_rate,avg_response_time_sec,completed_trips,eta_minutes,price_estimate,match_score
1.5,4.74,0.948,21.4,1494,1.0,16554,0.7762
0.74,3.93,0.998,85.0,52,2.71,10292,0.6706
0.81,3.75,0.604,104.3,855,1.0,6768,0.5666
0.2,4.31,0.675,96.9,733,1.32,1965,0.6669
2.29,3.03,0.725,78.7,1742,7.22,21300,0.501
4.66,4.83,0.751,82.1,1316,14.49,42540,0.6843
4.18,3.4,0.856,58.9,228,11.14,62061,0.5237
0.42,4.93,0.604,91.8,294,1.0,6281,0.8141
4.64,3.28,0.554,36.0,1322,10.91,48739,0.569
11.75,4.57,0.822,94.1,1617,27.99,114600,0.5925
1.82,4.1,0.857,104.2,279,4.07,24167,0.6301
2.26,4.35,0.731,63.8,904,4.66,21300,0.8333
0.56,3.92,0.975,104.8,419,1.0,6403,0.5878
2.2,3.03,0.586,45.8,760,4.44,21742,0.5327
2.59,4.28,0.8,10.8,1280,5.85,30508,0.7546
4.81,4.51,0.856,97.6,1128,9.47,65126,0.5736
2.07,4.1,0.877,5.5,271,4.87,24901,0.6968
0.71,3.32,0.603,78.0,1056,1.0,10507,0.538
5.62,3.3,0.641,6.6,1471,13.79,54506,0.4956
2.12,3.0,0.921,49.9,1521,5.38,20130,0.6814
3.19,3.59,0.657,9.6,1291,6.29,47091,0.7348
7.78,3.03,0.882,76.9,1057,20.29,106117,0.4035
6.48,3.06,0.738,24.5,1543,15.26,81032,0.5132
2.22,3.45,0.97,58.2,1212,3.82,21906,0.6339
1.12,4.94,0.933,99.7,1146,2.77,12035,0.8561
4.68,4.74,0.859,76.5,339,11.87,54523,0.5677
0.61,4.17,0.911,117.8,77,1.76,5710,0.5625
3.69,4.99,0.755,91.8,1201,8.06,50401,0.8174
3.49,4.12,0.76,74.7,159,10.44,36358,0.5395
4.72,3.32,0.783,51.1,1763,9.79,61037,0.5868
4.07,4.34,0.632,37.6,594,8.45,54385,0.6782
0.35,3.09,0.661,105.7,69,1.0,3665,0.5788
1.19,3.73,0.776,90.6,1315,1.0,10875,0.6002
1.86,4.68,0.666,46.8,1335,1.53,23164,0.7767
0.28,3.71,0.872,87.1,1064,1.55,3168,0.6617
0.42,4.68,0.775,54.6,525,1.0,5432,0.7963
0.2,4.69,0.706,99.4,688,1.0,2368,0.7483
0.57,3.12,0.657,13.8,1241,1.0,8345,0.6336
0.56,4.78,0.853,84.0,150,1.0,5102,0.7077
0.2,3.99,0.691,111.6,1853,1.0,2515,0.6498
0.35,4.89,0.667,14.1,474,4.39,3249,0.8067
7.7,3.97,0.765,75.8,1211,16.82,65780,0.6006
1.35,3.82,0.525,97.5,164,1.46,11799,0.5159
2.99,3.96,0.568,63.6,1897,7.07,37967,0.5715
2.57,4.45,0.614,83.8,55,5.06,22984,0.648
0.75,3.05,0.599,39.2,1642,1.0,6214,0.6401
0.2,4.24,0.795,26.1,570,3.41,2767,0.7912
1.28,4.83,0.835,90.0,745,1.0,19075,0.7648
5.92,4.24,0.563,17.0,1345,14.51,86697,0.633
8.1,3.66,0.936,18.6,1736,16.92,108372,0.6777
0.86,3.06,0.986,83.9,1678,1.0,10304,0.5658
7.58,3.02,0.694,110.0,561,17.82,73850,0.3566
3.4,3.83,0.77,90.5,685,8.52,27980,0.654
0.79,3.0,0.592,62.6,398,1.0,9051,0.5548
2.59,3.33,0.865,100.8,261,5.23,24801,0.5267
8.14,4.95,0.74,104.9,1864,20.69,83282,0.582
6.28,3.14,0.586,84.7,501,13.92,80918,0.3473
0.72,4.48,0.562,70.5,651,1.0,7852,0.7396
8.44,4.78,0.672,15.5,1369,21.16,102497,0.6323
2.83,3.08,0.694,82.6,1952,4.67,25818,0.5456
1.29,4.92,0.702,84.4,1250,4.72,16269,0.7809
1.51,4.08,0.545,28.7,1124,2.0,18430,0.7524
4.04,3.42,0.917,17.7,146,8.01,45092,0.6413
4.96,3.63,0.648,60.0,189,14.71,40648,0.6241
11.65,4.96,0.858,70.5,1294,25.94,132242,0.6426
2.03,3.64,0.502,31.5,942,4.77,25032,0.5706
1.12,4.46,0.506,5.0,1098,4.67,15665,0.7484
0.74,3.54,0.648,46.9,966,1.0,10713,0.609
0.43,4.04,0.921,84.3,1318,1.0,3992,0.6448
3.44,3.69,0.972,44.0,347,9.1,45021,0.6367
0.23,4.38,0.816,20.6,1927,1.42,2859,0.7796
0.32,3.52,0.54,57.7,574,1.0,4079,0.6535
1.87,3.5,0.967,84.0,1233,5.0,15213,0.6249
2.02,3.7,0.852,53.2,893,8.03,16935,0.6241
1.29,4.04,0.895,29.1,1678,1.13,18285,0.7606
12.95,3.89,0.703,58.0,363,29.78,187129,0.3574
0.54,4.07,0.973,56.9,1161,2.25,6149,0.764
0.71,3.6,0.73,101.7,1380,4.23,8493,0.5848
1.76,3.45,0.99,16.3,1310,7.84,20225,0.7097
13.03,4.01,0.546,91.9,423,31.32,142580,0.3821
0.77,3.58,0.733,117.2,394,2.07,6237,0.5234
0.36,4.98,0.798,23.3,1101,1.0,4139,0.9156
4.22,3.85,0.591,28.3,768,14.01,54668,0.6034
0.67,4.1,0.69,50.0,1717,1.0,7075,0.7323
0.49,4.02,0.964,112.3,125,1.99,6668,0.6707
2.54,4.62,0.734,52.4,895,4.42,20411,0.7718
0.45,3.17,0.797,31.3,1606,1.0,6022,0.6197
8.17,3.81,0.581,118.8,1184,20.03,121475,0.4881
0.2,3.7,0.818,38.8,524,1.0,2106,0.689
0.2,3.83,0.849,40.7,1234,1.65,2316,0.7176
5.94,3.04,0.713,109.1,1023,12.47,84530,0.3596
2.59,4.02,0.795,32.0,520,5.44,34243,0.6749
7.09,4.47,0.534,89.1,1770,15.57,98233,0.6267
1.45,4.79,0.504,116.1,817,4.18,17760,0.7014
13.23,4.17,0.666,23.6,104,30.77,106418,0.4283
0.59,4.77,0.946,64.7,1736,4.35,7971,0.9205
0.46,4.4,0.548,16.5,1773,1.0,6178,0.8652
0.2,4.64,0.664,47.1,1370,1.0,2684,0.8118
1.16,3.55,0.934,50.1,150,6.93,9833,0.5616
3.02,4.32,0.941,80.1,647,8.21,24287,0.7347
0.67,3.58,0.911,34.6,1944,3.36,9819,0.7315
5.04,4.08,0.932,114.1,1493,11.19,48417,0.5719
0.2,3.14,0.609,63.9,1635,3.09,1804,0.7016
5.46,4.49,0.737,13.4,1412,11.8,56984,0.7037
0.2,3.57,0.8,32.0,589,4.93,2639,0.7223
2.4,3.3,0.948,72.8,1407,4.94,33026,0.5693
0.28,4.38,0.809,46.6,1014,4.67,3888,0.815
1.88,3.57,0.54,29.1,747,5.3,21243,0.5568
0.76,3.38,0.589,119.4,168,1.0,6977,0.4734
1.22,4.99,0.669,34.0,1600,1.0,17879,0.8767
0.66,4.49,0.565,71.6,923,1.0,7803,0.6921
0.2,4.03,0.975,10.4,821,1.8,2192,0.781
5.39,4.3,0.65,35.3,186,15.46,77867,0.6751
2.92,4.93,0.832,91.1,1460,4.51,25364,0.7135
0.2,3.71,0.771,79.4,1170,1.0,1679,0.7053
0.83,3.37,0.952,116.8,1841,2.73,12270,0.64
3.11,4.78,0.727,90.1,1453,9.29,41683,0.7657
1.57,4.63,0.508,79.0,1562,1.0,14460,0.7894
1.56,4.0,0.79,30.7,853,1.41,15829,0.7273
0.2,3.5,0.513,65.2,1981,1.91,2211,0.687
0.2,4.36,0.779,39.4,205,1.0,2101,0.7676
10.52,4.86,0.675,8.0,1419,27.63,106487,0.664
4.39,3.14,0.53,6.6,1903,6.86,58418,0.5798
0.93,4.96,0.596,31.5,59,1.0,9082,0.8071
5.47,3.6,0.733,35.6,1795,14.45,60872,0.6008
5.8,3.9,0.848,64.3,155,13.46,73632,0.488
2.9,4.45,0.669,91.8,676,5.44,32658,0.6448
0.29,3.17,0.52,38.5,84,1.0,3172,0.465
1.29,4.15,0.54,25.7,1477,3.35,13664,0.6968
7.66,4.79,0.765,44.2,1469,15.66,105982,0.7454
1.21,3.45,0.919,115.8,755,3.57,16000,0.536
9.7,3.56,0.627,40.8,266,25.15,78775,0.3883
10.29,4.96,0.964,10.2,825,25.87,129596,0.7405
0.47,3.6,0.872,82.6,516,1.1,5044,0.6455
1.05,3.03,0.914,89.3,1430,2.71,14475,0.5746
2.82,3.35,0.544,114.8,1538,3.91,26465,0.4668
0.64,4.54,0.913,42.2,1905,1.61,7437,0.82
0.91,4.63,0.849,21.4,1359,2.69,12730,0.8025
1.03,4.73,0.749,37.4,1714,4.07,9313,0.9633
2.16,3.51,0.547,30.1,868,6.47,28109,0.622
2.7,3.77,0.741,16.8,1284,5.71,37625,0.7172
1.66,3.27,0.889,36.0,1525,4.41,23276,0.6888
10.52,3.48,0.778,15.7,1859,27.04,87387,0.5141
3.71,3.53,0.76,100.8,1781,7.7,35351,0.5258
0.87,3.81,0.585,33.6,1727,3.35,8373,0.7234
1.68,4.88,0.593,7.0,1421,7.28,22355,0.9348
3.92,4.77,0.617,7.4,1012,10.83,49965,0.7569
2.28,3.27,0.833,83.0,1127,4.44,18466,0.5592
0.48,4.13,0.813,74.8,480,3.48,5515,0.6695
5.29,4.63,0.785,66.8,1654,15.07,59453,0.6706
7.01,3.32,0.744,31.3,1564,17.88,57995,0.5194
3.44,4.29,0.884,99.4,1755,6.54,50620,0.7762
0.76,4.5,0.848,96.8,1043,3.59,10365,0.7769
0.35,4.66,0.876,81.4,1927,1.2,3905,0.7494
3.52,4.28,0.891,42.3,1775,8.07,43805,0.7664
8.6,4.39,0.533,90.4,1787,17.42,90792,0.6232
3.73,4.93,0.617,20.1,761,7.76,32056,0.8268
0.2,4.11,0.578,29.1,1027,1.51,1985,0.7366
2.21,4.6,0.72,20.2,1868,9.24,28034,0.8964
1.66,4.24,0.863,11.2,232,3.92,20137,0.7472
0.31,3.7,0.877,118.9,1892,1.0,3396,0.698
12.25,4.2,0.689,100.1,1174,25.6,162409,0.3936
2.06,4.97,0.891,48.1,461,5.75,26455,0.7786
6.78,3.66,0.655,85.9,417,13.29,82391,0.3909
1.12,3.66,0.591,67.1,1386,1.13,15043,0.664
5.55,4.45,0.545,30.3,1512,10.28,63052,0.6943
0.2,3.67,0.874,72.8,1201,1.84,2298,0.6987
1.2,3.91,0.85,77.7,1068,3.63,13622,0.7313
0.41,4.11,0.854,57.4,548,1.0,4916,0.6875
2.16,4.41,0.939,94.1,1691,7.75,21276,0.703
4.17,4.53,0.709,24.2,1616,7.59,47805,0.7384
3.95,3.44,0.853,91.5,587,10.69,51512,0.5009
2.52,4.46,1.0,6.3,1746,3.88,23729,0.9175
4.1,4.82,0.709,65.0,167,8.73,53711,0.7035
5.27,4.96,0.683,85.4,785,10.02,73765,0.7178
0.41,3.18,0.984,91.6,657,1.0,5001,0.5339
1.98,4.4,0.967,7.5,773,5.57,17435,0.8399
9.62,3.29,0.614,109.6,1719,23.19,94254,0.3142
3.43,4.36,0.941,41.7,1122,8.29,43286,0.7876
3.65,3.26,0.873,18.2,1726,8.87,52507,0.6199
8.94,3.42,0.989,113.2,1090,20.97,108364,0.4963
0.56,3.38,0.974,7.4,1955,5.71,4635,0.6949
2.03,3.71,0.738,72.7,978,2.87,22032,0.6486
1.28,4.37,0.557,46.6,1642,1.67,14858,0.7753
5.06,4.59,0.787,65.5,40,10.13,56792,0.6134
13.78,3.1,0.801,112.2,1128,30.87,180222,0.3644
0.75,4.73,0.932,31.4,657,1.0,6912,0.9379
1.77,4.0,0.52,82.0,1224,3.68,20602,0.6791
2.36,4.6,0.914,35.1,809,8.06,27576,0.8147
7.83,4.37,0.622,8.8,1940,21.8,71420,0.6604
0.58,3.51,0.929,70.7,1159,1.0,8699,0.6726
0.51,3.31,0.79,33.1,865,2.64,4288,0.6718
3.25,4.87,0.698,33.6,1296,9.31,38186,0.8314
8.93,3.79,0.984,80.5,1761,23.7,107815,0.6147
5.74,4.36,0.89,36.6,1988,11.34,70155,0.7841
0.33,4.06,0.628,18.0,1062,2.7,2821,0.8553
2.75,4.83,0.505,6.3,685,5.68,31392,0.8466
2.65,3.68,0.918,74.6,1598,9.07,35492,0.5964
2.07,3.61,0.887,65.4,1922,4.48,30886,0.681
0.66,4.9,0.928,27.5,828,2.91,7854,0.9078
4.01,4.39,0.928,96.7,1824,9.16,47392,0.7407
0.31,4.57,0.589,44.9,1404,1.0,3146,0.822
3.75,4.8,0.512,26.0,1212,8.16,30063,0.8304
1.6,4.3,0.593,116.9,1646,4.31,19177,0.5915
2.79,3.54,0.885,43.3,1655,5.78,34783,0.6443
4.31,4.15,0.875,77.5,209,10.07,58757,0.5881
0.55,4.8,0.657,74.6,436,1.0,5747,0.7296
1.05,3.54,0.615,93.5,952,2.66,13414,0.5632
1.21,3.54,0.726,81.2,1239,3.63,16747,0.6902
3.4,3.29,0.872,5.4,492,9.53,39323,0.5581
1.08,4.81,0.688,47.3,1030,3.18,10161,0.8108
12.23,4.65,0.7,76.5,1407,30.32,170409,0.5163
1.11,3.25,0.589,111.1,856,1.0,14420,0.5485
9.05,3.55,0.847,51.8,1184,18.96,131444,0.476
2.02,3.58,0.631,56.8,690,1.0,24482,0.584
0.29,4.84,0.607,116.3,573,1.76,3609,0.7479
1.45,3.19,0.784,100.6,1706,1.96,16042,0.5733
0.2,3.73,0.667,88.6,1070,1.0,1869,0.5412
1.36,3.9,0.724,111.7,985,4.16,13371,0.6391
1.52,3.73,0.78,75.3,345,4.51,18115,0.5043
0.2,4.44,0.602,101.1,262,3.44,2437,0.5904
0.71,4.17,0.945,45.9,211,3.25,7973,0.7231
2.27,4.23,0.543,20.7,268,4.47,29548,0.6867
6.02,4.6,0.974,80.8,1897,14.71,74703,0.682
6.38,4.13,0.541,60.1,1907,15.74,63904,0.5871
5.92,4.05,0.975,95.9,1785,13.59,49582,0.5838
5.98,4.2,0.831,88.3,514,11.83,86235,0.6697
1.09,5.0,0.882,103.5,1913,5.09,13701,0.8203
0.56,4.81,0.636,118.0,1415,1.93,5986,0.7431
2.07,3.39,0.819,75.2,561,6.13,28617,0.5822
1.84,3.68,0.526,109.9,91,6.61,20727,0.4563
0.91,3.03,0.781,54.2,1026,1.75,12806,0.559
0.2,3.3,0.766,66.9,107,1.0,2354,0.5228
5.9,4.48,0.528,56.8,108,13.01,78012,0.5137
0.7,4.28,0.916,29.0,1062,1.0,7236,0.7572
6.63,4.04,0.789,106.1,1319,17.52,54352,0.6413
1.55,4.39,0.627,99.5,989,5.76,18312,0.7461
1.1,3.24,0.531,30.1,999,2.46,13202,0.574
3.88,4.44,0.579,118.5,252,12.99,44350,0.5099
1.78,3.2,0.648,92.1,1681,4.5,25489,0.5471
2.81,4.22,0.948,5.1,419,4.54,34535,0.7461
5.48,4.42,0.649,13.4,510,10.06,46880,0.6949
8.89,4.44,0.604,75.6,681,20.73,106148,0.5788
9.44,4.17,0.932,72.8,1335,23.27,91093,0.558
5.03,4.6,0.532,74.0,218,11.55,55626,0.5441
6.03,3.3,0.775,55.7,1519,14.37,73897,0.5146
10.46,4.84,0.657,35.0,1780,20.53,132083,0.6436
4.05,4.68,0.534,86.0,1681,9.94,56492,0.6841
1.37,3.32,0.985,100.7,1763,5.07,15870,0.5767
2.78,4.54,0.631,30.2,109,5.37,26306,0.7041
1.33,4.11,0.737,31.8,131,2.4,12880,0.7529
7.43,3.11,0.685,87.5,1115,17.21,65323,0.3954
12.1,4.57,0.659,69.7,1109,29.39,104317,0.5084
10.27,4.62,0.605,65.3,798,25.14,112235,0.5966
2.97,4.93,0.951,20.5,1273,5.4,24449,0.8446
8.21,4.14,0.989,75.7,648,14.97,95184,0.5925
2.08,4.23,0.808,21.7,82,8.78,22473,0.7588
0.2,3.18,0.945,100.2,931,2.88,2592,0.5344
0.2,3.79,0.716,47.0,187,1.0,2293,0.666
2.05,4.46,0.519,53.6,805,5.37,17763,0.7367
0.7,3.99,0.748,40.7,680,1.89,7204,0.7436
1.92,3.22,0.611,53.9,1066,4.22,22750,0.5835
1.13,4.27,0.954,21.3,87,6.22,15427,0.7581
0.29,4.22,0.913,9.2,14,3.32,2898,0.7961
0.55,3.02,0.546,7.6,1544,1.08,4732,0.656
8.73,4.73,0.621,6.0,1210,20.53,88506,0.6606
0.2,3.22,0.948,100.8,530,1.0,2570,0.5227
0.67,4.99,0.736,66.2,702,3.69,8230,0.7724
0.35,3.01,0.98,86.3,42,4.43,4469,0.5474
7.73,4.15,0.502,72.7,1651,18.62,92529,0.4292
5.77,3.81,0.953,88.4,135,14.23,81322,0.4785
0.56,3.64,0.734,50.3,1454,1.0,7526,0.7201
1.04,4.2,0.636,12.0,152,1.0,14611,0.7619
0.58,3.63,0.834,24.7,1063,1.8,6897,0.7424
4.59,3.88,0.923,76.9,1100,8.23,43670,0.5922
2.87,4.48,0.519,19.9,312,5.13,28930,0.655
1.08,3.24,0.814,50.1,1669,2.32,16146,0.6528
15.0,4.91,0.938,33.1,968,39.82,174134,0.591
1.75,4.73,0.663,34.7,688,3.05,16527,0.8831
6.42,4.28,0.526,107.1,491,17.7,65014,0.4838
0.6,4.67,0.848,118.4,662,2.01,5650,0.691
0.57,4.02,0.896,29.6,1415,1.0,8428,0.7771
5.36,3.66,0.694,40.7,1395,10.57,61308,0.5992
0.78,4.3,0.623,53.2,856,1.72,8852,0.774
0.4,4.96,0.639,36.6,126,1.76,4538,0.8055
7.13,4.29,0.637,75.2,463,20.69,94403,0.4665
4.68,3.78,0.77,76.0,1908,9.63,42731,0.6278
0.69,4.64,0.537,88.1,1188,5.38,6109,0.7164
10.02,3.01,0.82,5.8,515,24.29,92236,0.4498
2.31,3.21,0.874,45.5,1262,7.75,24892,0.6382
1.45,3.42,0.605,8.0,1978,3.81,17868,0.6726
0.47,4.51,0.946,69.5,1588,1.59,6411,0.9034
2.93,4.9,0.884,27.8,1603,3.37,28080,0.8173
1.79,3.23,0.96,96.4,69,6.1,22888,0.5543
0.53,4.84,0.548,56.8,395,1.0,5848,0.7601
1.62,4.77,0.543,29.0,1097,8.33,22387,0.8611
1.16,4.25,0.901,11.6,936,2.73,10239,0.7772
11.83,3.97,0.878,49.5,1628,28.09,165325,0.5428
1.02,3.43,0.746,47.2,1377,2.1,8298,0.6936
0.65,3.41,0.948,66.3,142,2.79,6144,0.6083
11.78,4.95,0.702,31.4,1486,24.5,149004,0.7147
0.76,3.29,0.579,42.8,829,1.0,8276,0.6003
2.14,3.9,0.662,58.9,145,4.68,29887,0.6259
11.01,3.99,0.754,37.4,1810,25.42,142050,0.6353
0.33,3.4,0.719,85.3,1607,1.0,3073,0.6409
0.54,4.58,0.685,71.7,1707,1.0,5329,0.7685
3.53,3.89,0.56,113.2,1093,8.72,28284,0.4641
4.98,3.9,0.714,32.1,1185,13.62,43431,0.6657
1.24,3.54,0.661,68.4,1425,4.85,16996,0.5834
3.95,4.77,0.706,87.9,950,11.84,33244,0.6709
3.11,3.18,0.882,60.0,1215,5.95,40320,0.5749
0.59,4.89,0.534,114.6,694,4.8,6804,0.7499
0.8,4.07,0.866,53.9,40,1.0,9301,0.67
12.63,4.06,0.537,31.6,1645,29.54,175662,0.5345
2.75,3.74,0.527,59.5,224,2.3,35701,0.5131
3.83,3.83,0.86,58.4,1548,9.13,42026,0.6504
0.2,3.04,0.539,100.9,1869,1.96,2890,0.5449
2.15,3.31,0.612,97.8,1376,4.13,27121,0.5029
2.35,3.51,0.778,82.6,462,5.63,27688,0.6085
1.06,4.56,0.672,30.4,1169,4.01,15378,0.8277
2.51,3.95,0.678,110.6,1359,5.92,33395,0.5859
1.84,3.13,0.975,13.9,1562,4.9,17492,0.6215
2.99,4.8,0.833,45.1,566,10.25,29717,0.7919
2.61,3.31,0.993,58.4,1101,7.69,29998,0.5948
0.22,3.53,0.603,60.4,580,1.0,1813,0.5892
5.68,4.99,0.618,119.0,1677,13.17,84030,0.766
0.63,3.91,0.692,89.2,329,2.86,7770,0.5873
1.16,3.96,0.578,93.4,1311,1.2,16929,0.7079
3.42,4.85,0.803,64.5,1299,8.32,46373,0.8081
4.54,3.02,0.699,51.4,604,11.68,44526,0.5127
0.2,3.13,0.959,116.9,1218,3.06,1945,0.6017
0.93,4.06,0.802,8.2,1466,2.5,10937,0.854
4.35,3.55,0.503,72.9,670,12.54,38803,0.5363
3.35,3.67,0.762,23.3,469,7.29,28677,0.5856
2.93,4.56,0.524,31.4,1289,7.45,41557,0.7639
5.75,3.05,0.864,110.7,1783,13.29,82061,0.4081
0.25,3.08,0.843,116.9,545,1.0,3049,0.5408
2.8,4.81,0.759,114.4,1496,6.82,32427,0.743
4.58,3.5,0.668,13.2,166,13.11,39283,0.6554
0.68,4.74,0.742,104.8,1760,3.12,7598,0.7611
9.69,4.89,0.951,84.7,1022,22.58,105271,0.5964
2.03,3.32,0.549,27.5,695,1.0,16281,0.5461
2.58,3.18,0.635,17.7,1164,9.04,38332,0.481
3.42,4.48,0.835,13.3,382,4.38,45723,0.7265
0.22,4.86,0.646,111.5,619,1.0,2187,0.6375
0.2,4.55,0.791,7.1,1674,1.0,2834,0.8934
0.35,3.92,0.786,59.0,1299,2.74,4530,0.7138
1.62,3.13,0.64,86.4,1076,5.79,15863,0.4719
0.45,3.28,0.554,109.1,521,1.0,4979,0.4441
1.38,4.73,0.885,67.5,492,3.6,20017,0.7505
1.03,3.21,0.595,90.6,277,1.76,9642,0.4368
1.73,3.17,0.66,26.3,451,2.67,21152,0.5555
2.62,3.05,0.868,102.7,1330,4.6,29332,0.5289
0.44,3.67,0.552,66.0,163,1.0,4909,0.5741
1.04,3.97,0.686,63.2,1400,1.66,11992,0.7133
0.2,3.56,0.687,109.0,826,3.62,2957,0.5362
1.25,4.02,0.525,16.7,1333,6.67,14703,0.8028
0.93,4.78,0.971,92.6,1058,1.0,9835,0.8207
6.84,3.86,0.66,119.8,915,16.46,95743,0.4856
0.63,3.55,0.87,73.1,1513,1.0,7882,0.7236
3.4,4.23,0.588,98.2,1447,7.14,46843,0.5257
4.98,3.01,0.901,59.2,1100,14.9,51020,0.4476
2.83,3.79,0.647,45.8,1024,8.49,39410,0.6067
1.94,3.7,0.723,89.8,780,5.04,15834,0.6049
0.39,3.45,0.603,43.1,247,1.0,5169,0.6138
3.38,4.01,0.965,90.4,1600,10.46,37686,0.7048
2.48,3.2,0.56,10.0,1435,6.85,22678,0.5979
3.1,4.04,0.86,18.8,1471,7.88,44335,0.7263
6.01,4.44,0.938,97.0,223,11.8,87231,0.4943
6.17,4.99,0.826,55.9,1164,14.23,67088,0.8094
2.18,3.31,0.882,37.7,125,4.33,18054,0.484
2.29,3.2,0.85,79.2,1379,3.5,19260,0.5517
0.89,4.76,0.941,61.1,1404,6.83,9457,0.8457
4.68,3.88,0.86,115.7,1430,8.9,58612,0.6309
1.74,3.63,0.816,102.1,1037,7.17,15237,0.7371
2.43,4.84,0.604,119.5,1524,4.71,28928,0.6377
2.26,3.44,0.992,81.3,1614,4.04,29858,0.6465
1.93,4.78,0.799,90.4,1965,5.34,22504,0.8028
1.11,4.64,0.869,109.3,1813,1.83,16303,0.7776
1.13,3.95,0.894,115.9,60,5.34,16831,0.5668
1.3,3.26,0.923,17.6,556,2.74,13728,0.6056
0.79,4.03,0.984,118.2,1739,1.0,7820,0.6472
8.19,4.08,0.704,48.3,1492,18.69,105839,0.5939
4.63,3.45,0.581,104.5,1679,12.06,42000,0.4871
2.49,3.61,0.713,26.1,1177,4.31,32726,0.6318
7.0,3.47,0.831,92.2,689,18.92,78512,0.456
0.2,4.47,0.58,24.9,771,1.0,2589,0.8529
3.22,4.89,0.569,42.5,1219,3.51,35945,0.8385
8.1,4.19,0.893,101.4,1481,21.8,72292,0.5591
0.2,4.79,0.782,41.7,27,1.0,2049,0.8047
1.25,4.42,0.875,95.9,44,1.0,14301,0.6753
5.89,3.22,0.721,79.8,302,11.0,78120,0.4003
1.82,4.08,0.798,37.4,723,4.86,23367,0.605
3.04,3.96,0.983,63.4,534,9.12,32523,0.7056
2.23,3.65,0.965,15.9,836,2.98,19750,0.7103
3.12,3.47,0.694,117.9,1800,7.22,27804,0.4703
2.5,4.58,0.512,89.9,381,4.24,27343,0.6
2.57,4.86,0.601,66.9,364,8.03,22126,0.6401
3.41,4.81,0.956,103.8,94,6.67,33014,0.6513
0.2,3.03,0.96,77.4,173,1.0,2586,0.5534
1.04,4.73,0.593,39.9,1355,3.23,9021,0.8488
0.25,4.27,0.808,94.6,355,1.0,2763,0.5896
1.29,4.08,0.835,89.0,1313,1.1,17312,0.6267
3.15,3.27,0.676,19.6,725,6.35,25978,0.588
4.61,4.75,0.734,32.4,661,11.89,55048,0.6802
9.4,3.01,0.759,82.2,1228,21.11,78992,0.3569
0.48,3.49,0.916,107.3,1551,1.53,4632,0.5831
2.31,3.83,0.672,46.0,867,6.35,24782,0.5755
3.9,3.14,0.794,14.5,1220,10.74,47015,0.7038
8.07,4.74,0.584,22.9,804,19.65,110229,0.6539
0.25,3.63,0.586,57.0,665,1.0,2278,0.5896
2.85,3.37,1.0,24.6,1698,6.66,39324,0.6441
4.45,3.1,0.877,72.0,1948,10.87,50600,0.481
4.45,4.16,0.934,42.3,756,7.29,52486,0.7957
1.8,3.39,0.983,10.4,693,6.12,23014,0.6827
5.83,3.85,0.868,37.2,1466,14.16,85467,0.6744
1.5,3.41,0.532,58.2,192,5.39,13175,0.4883
4.85,3.95,0.652,31.4,746,15.04,61880,0.7346
2.73,4.44,0.904,37.0,767,7.95,33748,0.7452
0.62,4.56,0.694,96.5,943,1.15,8527,0.739
0.2,4.22,0.572,75.2,819,1.0,2333,0.6663
2.23,3.96,0.844,57.4,1198,6.74,18978,0.6028
10.58,4.74,0.751,35.4,1373,23.79,143588,0.6557
11.74,3.93,0.507,8.7,1115,28.68,112720,0.5282
5.15,3.97,0.506,25.9,1368,10.26,50588,0.5949
0.29,4.65,0.712,17.7,1749,1.0,2934,0.8743
0.56,3.89,0.999,37.4,1854,1.0,4958,0.765
2.45,3.3,0.939,5.4,403,5.95,25926,0.5984
7.6,4.54,0.503,92.1,238,20.01,113946,0.5323
2.67,3.36,0.671,54.9,502,4.13,39690,0.5273
0.2,4.87,0.981,64.2,1596,1.0,2791,0.8527
5.23,3.17,0.661,85.4,439,10.12,44476,0.4177
0.33,3.11,0.638,43.2,618,1.0,4021,0.4978
1.65,4.08,0.829,32.4,1643,1.44,24356,0.696
6.57,4.35,0.535,49.9,1627,18.98,97669,0.5643
1.86,4.39,0.886,61.9,1129,3.93,25636,0.739
8.34,3.28,0.878,49.0,1895,19.18,81754,0.5034
1.63,3.52,0.962,116.8,826,4.69,16110,0.5472
0.85,3.68,0.814,101.6,1973,1.0,8941,0.5847
3.95,3.44,0.889,78.6,1600,9.93,51987,0.5318
0.2,3.85,0.845,5.5,48,1.0,1666,0.7019
0.2,3.16,0.899,89.7,1737,1.0,2054,0.5797
0.24,3.83,0.653,66.8,1100,1.0,3321,0.5798
5.28,3.64,0.533,98.8,573,11.77,78383,0.3657
1.28,4.14,0.865,23.5,590,6.82,14100,0.7993
0.2,3.49,0.79,119.1,1724,1.0,2642,0.5518
4.29,4.66,0.512,30.3,110,8.13,48957,0.5932
1.43,4.5,0.528,56.1,1911,4.99,12880,0.8468
13.39,3.02,0.88,113.3,851,31.8,158042,0.3182
1.05,3.17,0.929,17.5,1657,3.44,12417,0.6959
11.57,3.32,0.797,100.0,182,28.34,146449,0.3009
10.88,4.51,0.897,40.8,225,25.93,142538,0.5926
1.27,4.53,0.72,117.6,1426,3.46,14725,0.7001
7.03,3.37,0.709,103.2,535,15.74,85548,0.3451
0.2,4.1,0.682,39.4,878,1.54,2789,0.689
0.21,3.61,0.577,10.9,1114,2.73,2001,0.6893
3.72,4.86,0.947,93.4,612,9.61,48741,0.7768
3.0,4.33,0.913,110.7,631,12.72,43833,0.6068
